iso2,year,cases,gender,age_group
AD,2003,1.0,f,25-34
AD,2003,1.0,f,35-44
AD,2003,0.0,f,45-54
AD,2003,0.0,f,55-64
AD,2003,0.0,f,65+
AD,2004,0.0,m,0-14
AD,2004,0.0,m,15-24
AD,2004,0.0,m,25-34
AD,2004,1.0,m,35-44
AD,2004,1.0,m,45-54
AD,2004,0.0,m,55-64
AD,2004,0.0,m,65+
AD,2004,0.0,f,0-14
AD,2004,0.0,f,15-24
AD,2004,1.0,f,25-34
AD,2004,0.0,f,35-44
AD,2004,0.0,f,45-54
AD,2004,0.0,f,55-64
AD,2004,0.0,f,65+
AD,2005,0.0,m,0-4
AD,2005,0.0,m,5-14
AD,2005,0.0,m,0-14
AD,2005,0.0,m,15-24
AD,2005,1.0,m,25-34
AD,2005,1.0,m,35-44
AD,2005,0.0,m,45-54
AD,2005,0.0,m,55-64
AD,2005,0.0,m,65+
AD,2005,0.0,m,unknown
AD,2005,0.0,f,0-4
AD,2005,0.0,f,5-14
AD,2005,0.0,f,0-14
AD,2005,1.0,f,15-24
AD,2005,1.0,f,25-34
AD,2005,1.0,f,35-44
AD,2005,0.0,f,45-54
AD,2005,0.0,f,55-64
AD,2005,0.0,f,65+
AD,2005,0.0,f,unknown
AD,2006,0.0,m,0-4
AD,2006,0.0,m,5-14
AD,2006,0.0,m,0-14
AD,2006,1.0,m,15-24
AD,2006,1.0,m,25-34
AD,2006,2.0,m,35-44
AD,2006,0.0,m,45-54
AD,2006,1.0,m,55-64
AD,2006,1.0,m,65+
AD,2006,0.0,m,unknown
AD,2006,0.0,f,0-4
AD,2006,0.0,f,5-14
AD,2006,0.0,f,0-14
AD,2006,0.0,f,15-24
AD,2006,1.0,f,25-34
AD,2006,0.0,f,35-44
AD,2006,1.0,f,45-54
AD,2006,0.0,f,55-64
AD,2006,0.0,f,65+
AD,2006,0.0,f,unknown
AD,2007,1.0,f,25-34
AD,2007,1.0,f,45-54
AD,2008,0.0,m,0-4
AD,2008,0.0,m,5-14
AD,2008,0.0,m,0-14
AD,2008,0.0,m,15-24
AD,2008,0.0,m,25-34
AD,2008,0.0,m,35-44
AD,2008,1.0,m,45-54
AD,2008,0.0,m,55-64
AD,2008,0.0,m,65+
AD,2008,0.0,m,unknown
AD,2008,0.0,f,0-4
AD,2008,0.0,f,5-14
AD,2008,0.0,f,0-14
AD,2008,0.0,f,15-24
AD,2008,0.0,f,25-34
AD,2008,1.0,f,35-44
AD,2008,1.0,f,45-54
AD,2008,0.0,f,55-64
AD,2008,0.0,f,65+
AD,2008,0.0,f,unknown
AE,1999,4.0,m,0-14
AE,1999,9.0,m,15-24
AE,1999,3.0,m,25-34
AE,1999,2.0,m,35-44
AE,1999,4.0,m,45-54
AE,1999,6.0,m,55-64
AE,1999,5.0,m,65+
AE,1999,9.0,f,0-14
AE,1999,11.0,f,15-24
AE,1999,5.0,f,25-34
AE,1999,3.0,f,35-44
AE,1999,0.0,f,45-54
AE,1999,3.0,f,55-64
AE,1999,2.0,f,65+
AE,2000,2.0,m,0-14
AE,2000,4.0,m,15-24
AE,2000,4.0,m,25-34
AE,2000,6.0,m,35-44
AE,2000,5.0,m,45-54
AE,2000,12.0,m,55-64
AE,2000,10.0,m,65+
AE,2000,3.0,f,0-14
AE,2000,16.0,f,15-24
AE,2000,1.0,f,25-34
AE,2000,3.0,f,35-44
AE,2000,0.0,f,45-54
AE,2000,0.0,f,55-64
AE,2000,4.0,f,65+
AE,2002,1.0,m,0-14
AE,2002,2.0,m,15-24
AE,2002,0.0,m,25-34
AE,2002,6.0,m,35-44
AE,2002,6.0,m,45-54
AE,2002,10.0,m,55-64
AE,2002,0.0,m,65+
AE,2002,3.0,f,0-14
AE,2002,3.0,f,15-24
AE,2002,8.0,f,25-34
AE,2002,3.0,f,35-44
AE,2002,4.0,f,45-54
AE,2002,10.0,f,55-64
AE,2002,1.0,f,65+
AE,2003,2.0,m,0-14
AE,2003,10.0,m,15-24
AE,2003,8.0,m,25-34
AE,2003,12.0,m,35-44
AE,2003,3.0,m,45-54
AE,2003,2.0,m,55-64
AE,2003,10.0,m,65+
AE,2003,4.0,f,0-14
AE,2003,9.0,f,15-24
AE,2003,5.0,f,25-34
AE,2003,3.0,f,35-44
AE,2003,3.0,f,45-54
AE,2003,2.0,f,55-64
AE,2003,4.0,f,65+
AE,2004,1.0,m,0-14
AE,2004,7.0,m,15-24
AE,2004,6.0,m,25-34
AE,2004,7.0,m,35-44
AE,2004,3.0,m,45-54
AE,2004,1.0,m,55-64
AE,2004,7.0,m,65+
AE,2004,3.0,f,0-14
AE,2004,6.0,f,15-24
AE,2004,2.0,f,25-34
AE,2004,7.0,f,35-44
AE,2004,2.0,f,45-54
AE,2004,2.0,f,55-64
AE,2004,3.0,f,65+
AE,2006,0.0,m,0-4
AE,2006,0.0,m,5-14
AE,2006,0.0,m,0-14
AE,2006,5.0,m,15-24
AE,2006,3.0,m,25-34
AE,2006,7.0,m,35-44
AE,2006,3.0,m,45-54
AE,2006,1.0,m,55-64
AE,2006,4.0,m,65+
AE,2006,0.0,f,0-4
AE,2006,2.0,f,5-14
AE,2006,2.0,f,0-14
AE,2006,6.0,f,15-24
AE,2006,4.0,f,25-34
AE,2006,5.0,f,35-44
AE,2006,3.0,f,45-54
AE,2006,4.0,f,55-64
AE,2006,5.0,f,65+
AE,2007,0.0,m,0-4
AE,2007,2.0,m,5-14
AE,2007,2.0,m,0-14
AE,2007,5.0,m,15-24
AE,2007,6.0,m,25-34
AE,2007,3.0,m,35-44
AE,2007,4.0,m,45-54
AE,2007,3.0,m,55-64
AE,2007,10.0,m,65+
AE,2007,0.0,f,0-4
AE,2007,1.0,f,5-14
AE,2007,1.0,f,0-14
AE,2007,8.0,f,15-24
AE,2007,6.0,f,25-34
AE,2007,3.0,f,35-44
AE,2007,2.0,f,45-54
AE,2007,0.0,f,55-64
AE,2007,0.0,f,65+
AE,2008,0.0,m,0-4
AE,2008,0.0,m,5-14
AE,2008,0.0,m,0-14
AE,2008,6.0,m,15-24
AE,2008,1.0,m,25-34
AE,2008,7.0,m,35-44
AE,2008,5.0,m,45-54
AE,2008,3.0,m,55-64
AE,2008,6.0,m,65+
AE,2008,0.0,m,unknown
AE,2008,0.0,f,0-4
AE,2008,0.0,f,5-14
AE,2008,0.0,f,0-14
AE,2008,10.0,f,15-24
AE,2008,4.0,f,25-34
AE,2008,1.0,f,35-44
AE,2008,1.0,f,45-54
AE,2008,3.0,f,55-64
AE,2008,3.0,f,65+
AE,2008,0.0,f,unknown
AF,1997,0.0,m,0-14
AF,1997,10.0,m,15-24
AF,1997,6.0,m,25-34
AF,1997,3.0,m,35-44
AF,1997,5.0,m,45-54
AF,1997,2.0,m,55-64
AF,1997,0.0,m,65+
AF,1997,5.0,f,0-14
AF,1997,38.0,f,15-24
AF,1997,36.0,f,25-34
AF,1997,14.0,f,35-44
AF,1997,8.0,f,45-54
AF,1997,0.0,f,55-64
AF,1997,1.0,f,65+
AF,1998,30.0,m,0-14
AF,1998,129.0,m,15-24
AF,1998,128.0,m,25-34
AF,1998,90.0,m,35-44
AF,1998,89.0,m,45-54
AF,1998,64.0,m,55-64
AF,1998,41.0,m,65+
AF,1998,45.0,f,0-14
AF,1998,350.0,f,15-24
AF,1998,419.0,f,25-34
AF,1998,194.0,f,35-44
AF,1998,118.0,f,45-54
AF,1998,61.0,f,55-64
AF,1998,20.0,f,65+
AF,1999,8.0,m,0-14
AF,1999,55.0,m,15-24
AF,1999,55.0,m,25-34
AF,1999,47.0,m,35-44
AF,1999,34.0,m,45-54
AF,1999,21.0,m,55-64
AF,1999,8.0,m,65+
AF,1999,25.0,f,0-14
AF,1999,139.0,f,15-24
AF,1999,160.0,f,25-34
AF,1999,110.0,f,35-44
AF,1999,50.0,f,45-54
AF,1999,25.0,f,55-64
AF,1999,8.0,f,65+
AF,2000,52.0,m,0-14
AF,2000,228.0,m,15-24
AF,2000,183.0,m,25-34
AF,2000,149.0,m,35-44
AF,2000,129.0,m,45-54
AF,2000,94.0,m,55-64
AF,2000,80.0,m,65+
AF,2000,93.0,f,0-14
AF,2000,414.0,f,15-24
AF,2000,565.0,f,25-34
AF,2000,339.0,f,35-44
AF,2000,205.0,f,45-54
AF,2000,99.0,f,55-64
AF,2000,36.0,f,65+
AF,2001,129.0,m,0-14
AF,2001,379.0,m,15-24
AF,2001,349.0,m,25-34
AF,2001,274.0,m,35-44
AF,2001,204.0,m,45-54
AF,2001,139.0,m,55-64
AF,2001,103.0,m,65+
AF,2001,146.0,f,0-14
AF,2001,799.0,f,15-24
AF,2001,888.0,f,25-34
AF,2001,586.0,f,35-44
AF,2001,375.0,f,45-54
AF,2001,179.0,f,55-64
AF,2001,89.0,f,65+
AF,2002,90.0,m,0-14
AF,2002,476.0,m,15-24
AF,2002,481.0,m,25-34
AF,2002,368.0,m,35-44
AF,2002,246.0,m,45-54
AF,2002,241.0,m,55-64
AF,2002,189.0,m,65+
AF,2002,192.0,f,0-14
AF,2002,1119.0,f,15-24
AF,2002,1251.0,f,25-34
AF,2002,792.0,f,35-44
AF,2002,526.0,f,45-54
AF,2002,320.0,f,55-64
AF,2002,218.0,f,65+
AF,2003,127.0,m,0-14
AF,2003,511.0,m,15-24
AF,2003,436.0,m,25-34
AF,2003,284.0,m,35-44
AF,2003,256.0,m,45-54
AF,2003,288.0,m,55-64
AF,2003,203.0,m,65+
AF,2003,245.0,f,0-14
AF,2003,1152.0,f,15-24
AF,2003,1287.0,f,25-34
AF,2003,814.0,f,35-44
AF,2003,462.0,f,45-54
AF,2003,305.0,f,55-64
AF,2003,158.0,f,65+
AF,2004,139.0,m,0-14
AF,2004,537.0,m,15-24
AF,2004,568.0,m,25-34
AF,2004,360.0,m,35-44
AF,2004,358.0,m,45-54
AF,2004,386.0,m,55-64
AF,2004,310.0,m,65+
AF,2004,256.0,f,0-14
AF,2004,1360.0,f,15-24
AF,2004,1561.0,f,25-34
AF,2004,1096.0,f,35-44
AF,2004,645.0,f,45-54
AF,2004,413.0,f,55-64
AF,2004,256.0,f,65+
AF,2005,151.0,m,0-14
AF,2005,606.0,m,15-24
AF,2005,560.0,m,25-34
AF,2005,472.0,m,35-44
AF,2005,453.0,m,45-54
AF,2005,470.0,m,55-64
AF,2005,419.0,m,65+
AF,2005,320.0,f,0-14
AF,2005,1651.0,f,15-24
AF,2005,1959.0,f,25-34
AF,2005,1302.0,f,35-44
AF,2005,869.0,f,45-54
AF,2005,471.0,f,55-64
AF,2005,246.0,f,65+
AF,2006,193.0,m,0-14
AF,2006,837.0,m,15-24
AF,2006,791.0,m,25-34
AF,2006,574.0,m,35-44
AF,2006,572.0,m,45-54
AF,2006,572.0,m,55-64
AF,2006,410.0,m,65+
AF,2006,442.0,f,0-14
AF,2006,2139.0,f,15-24
AF,2006,2340.0,f,25-34
AF,2006,1654.0,f,35-44
AF,2006,1006.0,f,45-54
AF,2006,630.0,f,55-64
AF,2006,309.0,f,65+
AF,2007,186.0,m,0-14
AF,2007,856.0,m,15-24
AF,2007,840.0,m,25-34
AF,2007,597.0,m,35-44
AF,2007,566.0,m,45-54
AF,2007,630.0,m,55-64
AF,2007,507.0,m,65+
AF,2007,475.0,f,0-14
AF,2007,2224.0,f,15-24
AF,2007,2357.0,f,25-34
AF,2007,1708.0,f,35-44
AF,2007,1143.0,f,45-54
AF,2007,771.0,f,55-64
AF,2007,353.0,f,65+
AF,2008,187.0,m,0-14
AF,2008,941.0,m,15-24
AF,2008,773.0,m,25-34
AF,2008,545.0,m,35-44
AF,2008,570.0,m,45-54
AF,2008,630.0,m,55-64
AF,2008,575.0,m,65+
AF,2008,428.0,f,0-14
AF,2008,2094.0,f,15-24
AF,2008,2449.0,f,25-34
AF,2008,1614.0,f,35-44
AF,2008,1149.0,f,45-54
AF,2008,817.0,f,55-64
AF,2008,364.0,f,65+
AG,1996,0.0,m,0-14
AG,1996,0.0,m,15-24
AG,1996,0.0,m,25-34
AG,1996,0.0,m,35-44
AG,1996,1.0,m,45-54
AG,1996,0.0,m,55-64
AG,1996,0.0,m,65+
AG,1996,0.0,f,0-14
AG,1996,0.0,f,15-24
AG,1996,0.0,f,25-34
AG,1996,1.0,f,35-44
AG,1996,0.0,f,45-54
AG,1996,0.0,f,55-64
AG,1996,0.0,f,65+
AG,2000,0.0,m,0-14
AG,2000,0.0,m,15-24
AG,2000,0.0,m,25-34
AG,2000,0.0,m,35-44
AG,2000,0.0,m,45-54
AG,2000,0.0,m,55-64
AG,2000,1.0,m,65+
AG,2000,1.0,f,0-14
AG,2000,1.0,f,15-24
AG,2000,1.0,f,25-34
AG,2000,0.0,f,35-44
AG,2000,0.0,f,45-54
AG,2000,0.0,f,55-64
AG,2000,0.0,f,65+
AG,2001,0.0,f,0-14
AG,2001,1.0,f,15-24
AG,2001,0.0,f,25-34
AG,2001,0.0,f,35-44
AG,2001,0.0,f,45-54
AG,2001,0.0,f,55-64
AG,2001,0.0,f,65+
AG,2002,0.0,m,0-14
AG,2002,0.0,m,15-24
AG,2002,1.0,m,25-34
AG,2002,0.0,m,35-44
AG,2002,0.0,m,45-54
AG,2002,0.0,m,55-64
AG,2002,0.0,m,65+
AG,2002,2.0,f,0-14
AG,2002,0.0,f,15-24
AG,2002,1.0,f,25-34
AG,2002,0.0,f,35-44
AG,2002,0.0,f,45-54
AG,2002,0.0,f,55-64
AG,2002,0.0,f,65+
AG,2003,0.0,m,0-14
AG,2003,0.0,m,15-24
AG,2003,1.0,m,25-34
AG,2003,0.0,m,35-44
AG,2003,0.0,m,45-54
AG,2003,0.0,m,55-64
AG,2003,0.0,m,65+
AG,2003,0.0,f,0-14
AG,2003,0.0,f,15-24
AG,2003,0.0,f,25-34
AG,2003,0.0,f,35-44
AG,2003,0.0,f,45-54
AG,2003,0.0,f,55-64
AG,2003,0.0,f,65+
AG,2005,1.0,m,35-44
AG,2005,1.0,m,45-54
AG,2005,2.0,f,15-24
AG,2005,2.0,f,25-34
AG,2007,0.0,m,0-4
AG,2007,0.0,m,5-14
AG,2007,0.0,m,0-14
AG,2007,0.0,m,15-24
AG,2007,0.0,m,25-34
AG,2007,0.0,m,35-44
AG,2007,1.0,m,45-54
AG,2007,1.0,m,55-64
AG,2007,0.0,m,65+
AG,2007,0.0,f,0-4
AG,2007,0.0,f,5-14
AG,2007,0.0,f,0-14
AG,2007,0.0,f,15-24
AG,2007,0.0,f,25-34
AG,2007,0.0,f,35-44
AG,2007,0.0,f,45-54
AG,2007,0.0,f,55-64
AG,2007,0.0,f,65+
AG,2008,1.0,m,45-54
AI,2003,1.0,f,35-44
AI,2004,0.0,m,0-14
AI,2004,0.0,m,15-24
AI,2004,0.0,m,25-34
AI,2004,0.0,m,35-44
AI,2004,0.0,m,45-54
AI,2004,0.0,m,55-64
AI,2004,0.0,m,65+
AI,2004,0.0,f,0-14
AI,2004,0.0,f,15-24
AI,2004,0.0,f,25-34
AI,2004,0.0,f,35-44
AI,2004,0.0,f,45-54
AI,2004,0.0,f,55-64
AI,2004,0.0,f,65+
AL,1995,0.0,m,0-14
AL,1995,0.0,m,15-24
AL,1995,0.0,m,25-34
AL,1995,0.0,m,35-44
AL,1995,19.0,m,45-54
AL,1995,40.0,m,55-64
AL,1995,30.0,m,65+
AL,1995,0.0,f,0-14
AL,1995,1.0,f,15-24
AL,1995,0.0,f,25-34
AL,1995,0.0,f,35-44
AL,1995,13.0,f,45-54
AL,1995,20.0,f,55-64
AL,1995,16.0,f,65+
AL,1997,0.0,m,0-14
AL,1997,23.0,m,15-24
AL,1997,43.0,m,25-34
AL,1997,33.0,m,35-44
AL,1997,25.0,m,45-54
AL,1997,21.0,m,55-64
AL,1997,19.0,m,65+
AL,1997,1.0,f,0-14
AL,1997,16.0,f,15-24
AL,1997,19.0,f,25-34
AL,1997,14.0,f,35-44
AL,1997,9.0,f,45-54
AL,1997,10.0,f,55-64
AL,1997,8.0,f,65+
AL,1998,1.0,m,0-14
AL,1998,17.0,m,15-24
AL,1998,21.0,m,25-34
AL,1998,24.0,m,35-44
AL,1998,18.0,m,45-54
AL,1998,26.0,m,55-64
AL,1998,24.0,m,65+
AL,1998,2.0,f,0-14
AL,1998,19.0,f,15-24
AL,1998,11.0,f,25-34
AL,1998,12.0,f,35-44
AL,1998,13.0,f,45-54
AL,1998,11.0,f,55-64
AL,1998,13.0,f,65+
AL,1999,0.0,m,0-14
AL,1999,13.0,m,15-24
AL,1999,23.0,m,25-34
AL,1999,25.0,m,35-44
AL,1999,19.0,m,45-54
AL,1999,15.0,m,55-64
AL,1999,15.0,m,65+
AL,1999,0.0,f,0-14
AL,1999,5.0,f,15-24
AL,1999,13.0,f,25-34
AL,1999,11.0,f,35-44
AL,1999,5.0,f,45-54
AL,1999,8.0,f,55-64
AL,1999,16.0,f,65+
AL,2000,2.0,m,0-14
AL,2000,19.0,m,15-24
AL,2000,21.0,m,25-34
AL,2000,14.0,m,35-44
AL,2000,24.0,m,45-54
AL,2000,19.0,m,55-64
AL,2000,16.0,m,65+
AL,2000,3.0,f,0-14
AL,2000,11.0,f,15-24
AL,2000,10.0,f,25-34
AL,2000,8.0,f,35-44
AL,2000,8.0,f,45-54
AL,2000,5.0,f,55-64
AL,2000,11.0,f,65+
AL,2001,3.0,m,0-14
AL,2001,13.0,m,15-24
AL,2001,18.0,m,25-34
AL,2001,17.0,m,35-44
AL,2001,19.0,m,45-54
AL,2001,20.0,m,55-64
AL,2001,30.0,m,65+
AL,2001,1.0,f,0-14
AL,2001,12.0,f,15-24
AL,2001,10.0,f,25-34
AL,2001,5.0,f,35-44
AL,2001,7.0,f,45-54
AL,2001,7.0,f,55-64
AL,2001,9.0,f,65+
AL,2002,0.0,m,0-14
AL,2002,21.0,m,15-24
AL,2002,27.0,m,25-34
AL,2002,29.0,m,35-44
AL,2002,19.0,m,45-54
AL,2002,23.0,m,55-64
AL,2002,25.0,m,65+
AL,2002,2.0,f,0-14
AL,2002,20.0,f,15-24
AL,2002,19.0,f,25-34
AL,2002,9.0,f,35-44
AL,2002,6.0,f,45-54
AL,2002,8.0,f,55-64
AL,2002,17.0,f,65+
AL,2003,0.0,m,0-14
AL,2003,28.0,m,15-24
AL,2003,19.0,m,25-34
AL,2003,32.0,m,35-44
AL,2003,16.0,m,45-54
AL,2003,22.0,m,55-64
AL,2003,19.0,m,65+
AL,2003,2.0,f,0-14
AL,2003,13.0,f,15-24
AL,2003,8.0,f,25-34
AL,2003,6.0,f,35-44
AL,2003,14.0,f,45-54
AL,2003,12.0,f,55-64
AL,2003,20.0,f,65+
AL,2004,5.0,m,0-14
AL,2004,12.0,m,15-24
AL,2004,19.0,m,25-34
AL,2004,21.0,m,35-44
AL,2004,24.0,m,45-54
AL,2004,23.0,m,55-64
AL,2004,20.0,m,65+
AL,2004,2.0,f,0-14
AL,2004,12.0,f,15-24
AL,2004,12.0,f,25-34
AL,2004,8.0,f,35-44
AL,2004,11.0,f,45-54
AL,2004,10.0,f,55-64
AL,2004,22.0,f,65+
AL,2005,0.0,m,0-4
AL,2005,0.0,m,5-14
AL,2005,0.0,m,0-14
AL,2005,26.0,m,15-24
AL,2005,21.0,m,25-34
AL,2005,16.0,m,35-44
AL,2005,31.0,m,45-54
AL,2005,20.0,m,55-64
AL,2005,37.0,m,65+
AL,2005,0.0,m,unknown
AL,2005,0.0,f,0-4
AL,2005,0.0,f,5-14
AL,2005,0.0,f,0-14
AL,2005,3.0,f,15-24
AL,2005,9.0,f,25-34
AL,2005,5.0,f,35-44
AL,2005,5.0,f,45-54
AL,2005,5.0,f,55-64
AL,2005,18.0,f,65+
AL,2005,0.0,f,unknown
AL,2006,1.0,m,0-4
AL,2006,4.0,m,5-14
AL,2006,5.0,m,0-14
AL,2006,24.0,m,15-24
AL,2006,19.0,m,25-34
AL,2006,22.0,m,35-44
AL,2006,21.0,m,45-54
AL,2006,19.0,m,55-64
AL,2006,20.0,m,65+
AL,2006,0.0,m,unknown
AL,2006,0.0,f,0-4
AL,2006,2.0,f,5-14
AL,2006,2.0,f,0-14
AL,2006,12.0,f,15-24
AL,2006,8.0,f,25-34
AL,2006,7.0,f,35-44
AL,2006,7.0,f,45-54
AL,2006,7.0,f,55-64
AL,2006,13.0,f,65+
AL,2006,0.0,f,unknown
AL,2007,0.0,m,0-4
AL,2007,0.0,m,5-14
AL,2007,0.0,m,0-14
AL,2007,19.0,m,15-24
AL,2007,13.0,m,25-34
AL,2007,16.0,m,35-44
AL,2007,24.0,m,45-54
AL,2007,16.0,m,55-64
AL,2007,19.0,m,65+
AL,2007,0.0,m,unknown
AL,2007,0.0,f,0-4
AL,2007,2.0,f,5-14
AL,2007,2.0,f,0-14
AL,2007,13.0,f,15-24
AL,2007,9.0,f,25-34
AL,2007,7.0,f,35-44
AL,2007,7.0,f,45-54
AL,2007,11.0,f,55-64
AL,2007,9.0,f,65+
AL,2007,0.0,f,unknown
AL,2008,1.0,m,0-4
AL,2008,0.0,m,5-14
AL,2008,1.0,m,0-14
AL,2008,23.0,m,15-24
AL,2008,26.0,m,25-34
AL,2008,13.0,m,35-44
AL,2008,19.0,m,45-54
AL,2008,13.0,m,55-64
AL,2008,16.0,m,65+
AL,2008,0.0,f,0-4
AL,2008,1.0,f,5-14
AL,2008,1.0,f,0-14
AL,2008,20.0,f,15-24
AL,2008,10.0,f,25-34
AL,2008,8.0,f,35-44
AL,2008,5.0,f,45-54
AL,2008,5.0,f,55-64
AL,2008,10.0,f,65+
AM,1995,1.0,m,0-14
AM,1995,18.0,m,15-24
AM,1995,16.0,m,25-34
AM,1995,11.0,m,35-44
AM,1995,10.0,m,45-54
AM,1995,8.0,m,55-64
AM,1995,1.0,m,65+
AM,1995,1.0,f,0-14
AM,1995,1.0,f,15-24
AM,1995,7.0,f,25-34
AM,1995,2.0,f,35-44
AM,1995,1.0,f,45-54
AM,1995,1.0,f,55-64
AM,1996,2.0,m,0-14
AM,1996,53.0,m,15-24
AM,1996,100.0,m,25-34
AM,1996,51.0,m,35-44
AM,1996,43.0,m,45-54
AM,1996,30.0,m,55-64
AM,1996,7.0,m,65+
AM,1996,0.0,f,0-14
AM,1996,9.0,f,15-24
AM,1996,11.0,f,25-34
AM,1996,9.0,f,35-44
AM,1996,8.0,f,45-54
AM,1996,4.0,f,55-64
AM,1996,0.0,f,65+
AM,1997,2.0,m,0-14
AM,1997,85.0,m,15-24
AM,1997,59.0,m,25-34
AM,1997,77.0,m,35-44
AM,1997,51.0,m,45-54
AM,1997,34.0,m,55-64
AM,1997,12.0,m,65+
AM,1997,3.0,f,0-14
AM,1997,16.0,f,15-24
AM,1997,22.0,f,25-34
AM,1997,17.0,f,35-44
AM,1997,7.0,f,45-54
AM,1997,14.0,f,55-64
AM,1997,1.0,f,65+
AM,1998,2.0,m,0-14
AM,1998,159.0,m,15-24
AM,1998,90.0,m,25-34
AM,1998,79.0,m,35-44
AM,1998,39.0,m,45-54
AM,1998,17.0,m,55-64
AM,1998,15.0,m,65+
AM,1998,1.0,f,0-14
AM,1998,21.0,f,15-24
AM,1998,20.0,f,25-34
AM,1998,11.0,f,35-44
AM,1998,10.0,f,45-54
AM,1998,5.0,f,55-64
AM,1998,6.0,f,65+
AM,1999,4.0,m,0-14
AM,1999,151.0,m,15-24
AM,1999,88.0,m,25-34
AM,1999,115.0,m,35-44
AM,1999,76.0,m,45-54
AM,1999,37.0,m,55-64
AM,1999,20.0,m,65+
AM,1999,6.0,f,0-14
AM,1999,22.0,f,15-24
AM,1999,15.0,f,25-34
AM,1999,20.0,f,35-44
AM,1999,6.0,f,45-54
AM,1999,9.0,f,55-64
AM,1999,7.0,f,65+
AM,2000,2.0,m,0-14
AM,2000,152.0,m,15-24
AM,2000,130.0,m,25-34
AM,2000,131.0,m,35-44
AM,2000,63.0,m,45-54
AM,2000,26.0,m,55-64
AM,2000,21.0,m,65+
AM,2000,1.0,f,0-14
AM,2000,24.0,f,15-24
AM,2000,27.0,f,25-34
AM,2000,24.0,f,35-44
AM,2000,8.0,f,45-54
AM,2000,8.0,f,55-64
AM,2000,4.0,f,65+
AM,2001,2.0,m,0-14
AM,2001,154.0,m,15-24
AM,2001,120.0,m,25-34
AM,2001,93.0,m,35-44
AM,2001,54.0,m,45-54
AM,2001,24.0,m,55-64
AM,2001,9.0,m,65+
AM,2001,1.0,f,0-14
AM,2001,40.0,f,15-24
AM,2001,31.0,f,25-34
AM,2001,22.0,f,35-44
AM,2001,10.0,f,45-54
AM,2001,7.0,f,55-64
AM,2001,5.0,f,65+
AM,2002,1.0,m,0-14
AM,2002,95.0,m,15-24
AM,2002,63.0,m,25-34
AM,2002,109.0,m,35-44
AM,2002,93.0,m,45-54
AM,2002,21.0,m,55-64
AM,2002,14.0,m,65+
AM,2002,2.0,f,0-14
AM,2002,16.0,f,15-24
AM,2002,24.0,f,25-34
AM,2002,32.0,f,35-44
AM,2002,36.0,f,45-54
AM,2002,4.0,f,55-64
AM,2002,1.0,f,65+
AM,2003,12.0,m,0-14
AM,2003,120.0,m,15-24
AM,2003,98.0,m,25-34
AM,2003,75.0,m,35-44
AM,2003,104.0,m,45-54
